uid,sid
f21bb3a885b2fd4d9340,013147deb5fdc4c30b52
d3f2b12371d6e5fc4692,01331603732a3fd22f30
2c0ca1142f3d27b03ccc,0147cbfae469e1b11ac9
123e33481f034b2b00d9,014a89fcc27c881b5b2f
9aaf1000ba6803bf2cf7,01500b3784814460e192
1b5c64c97c6bbbfcd79f,0152d0d59b24ca78f687
7848d611e126f16ac393,015dc95286001feb776b
37886611e531934d7026,015e07a4bc2ce3ca7a4a
4bf64a84a7b279cb9ced,01609cfd638374a3d537
8f17c963aae0dbbfd5dd,0164b3111c8fa05583e6
e547d04c75c3bea03932,01683cefdd939cdd6018
d2d6928cf1cb37a921e4,0171a4cb6f0f16930a01
307229e0f6fa1fa8f655,01759347d815e589f451
824843d97b9c1e900bc9,01779f869829b6e83afe
247bd391582c5d8dcd42,017982cbdacd3615f31d
38c0f91150f659882d05,0179d1613a7663269789
45b8805691e5f392cf74,017ae090bbce96075fe2
38bb5dda578ee3097d3c,017b838748930dee1d94
50e5c9d20edd63dec442,01814add881f5b1d62db
deca7085584a20fb851d,0184c360910705c29263
072dab1a51354386e255,0188effbd8a17f7a5369
d82cde0cfe8299cafdd9,018dd3f2d96b30a4e617
f6c0e0e17419b60023d7,0191cfcf9c0cd325e65c
d31aed7d4234ac7d83ca,0192f2f36ff9afc504b3
5a5759dbe8bf5649e641,01947b86317475cbea5c
950b0bc106923505088b,01951b2cbd2d954cc769
9505896814a3a8276c77,019717ec5ab56567d3e2
eb6592eeae59f8027164,019a3be1bf97468c2d2a
3e5945089614de2ce140,019a4d8700357c969fd8
2ceb8b700d6674d18d24,01a047371c234f5051ac
7de46dc9f6e509f07237,01a1a308c93aec975791
eadf830a9c85c789ae6d,01a3e07481f50f37ed19
82a217470a04766c5eaf,01a4c20b5eb1912fdb74
8b736c0adc3b7c0e8b1e,01a69dfa67539cb4c9f9
63ebe8bf5d614de12652,01a7280054d3e76c86e3
294e2b1bacf7a4bfd940,01ab6a9cdd6cc3cdcf41
40c3150bc6a81a723d22,01ad581644231803e528
bb9a22e800950e715566,01afd157ae6f09b4c1f6
af3ae1e8d79984179bd2,01b13e8f29993dc07165
02b6006cff36d5223e95,01b677d2cc689be40abd
81913e86c910d2dea182,01b86424da2280882fd2
c932dd96fcb8900fc3eb,01bb24852744b65433b8
2801253c5fd6aaf32d2c,01c24221d0a419b5ba06
93dcfbeca4746dba32d4,01c53ce138816b4b1016
9aa3498b37c46190aaef,01c571f86c656aca1a03
da10eb4f07d6b08eb729,01c780cad604ed1ef0c7
92e22f4c3655be0d2d8b,01cb0ac4d4c46f19008c
15743fed762e1a05fe22,01cb0c4bb21dcfe03bca
813a068b453f24d83d78,01cc0cec2a5dff152256
c98355a647c10c07d564,01cd6ec84ddf6814cc5b
1b2189d72c0fcb02cbb3,01d08308a3724d41798d
af7c35e98f53ef64b9dd,01d351ae1ba956020ccd
96e41179bc489ac6f381,01d818eeda66e5eb4cd2
a3bd48cd5ad9fab5c35d,01d8e83b0778bd874db8
aa703884ab80508b9466,01dc53a737cd67dea3a0
6310c83cda432755b1b2,01dd2e98af9fc2bc9c0c
b2f5255333e845ab0958,01e0b573415145739322
7d5aa4849ce0b0bdfcd8,01e8a979ef5df7f5046d
f183159da2cb13902e1d,01ea3642c8bf83c6b819
f6182d6cfe460a88476a,01ea63f6c87bdbad8c5d
b6dacb2bdc94c924334a,01ebbe9338de3d09163b
5cdb5f84041f69d201d3,01f4b52a2b1951fcbe54
f5da174328aa4d1e5c54,01f5ba244b241ba206d5
8fcc2cf77b9722701928,01f5c483afb957c27aab
715411713bd7a226a718,01f61999823d94779361
bec9d47fbc66f5fa647f,02009ae9bedffe9e1cca
ee04c0ff9e13802424db,02024bf330aa89ee7503
45f2a5d9671d7716e3db,02034ef17879e3ecac7c
160091e8bc874cb9828d,0204fe7a7c3858574476
fd035eff86285e2a9362,020710f862e34dc94eda
07136c694d2253ebc170,020af32056b56d359370
68118d754c88b9e55646,020fef1e65ed882e2118
884fcee18704bac4b0e4,0214de54b2ef19c9e75a
77e27f1706dfe5a61120,02164b8d8c00038d6b20
5d0f72e184860fb36907,021afd767f723c84d042
c9dfc2d4749371899bac,021d1867d80562d92b9f
b1852a20497c59eb5cd6,0226858d5029537b9c56
a7c2f6f1ffc20e4e0e5d,022d5bb2bcb48e340ad6
3f3b2bb89f48662abfac,0234daf0ba9afc6df0ce
84e62d5f5e3a7a29f632,0234fbbd37abd5bf476d
fd41f78c772ebb46e0fa,0238a5268876797a5d56
3555cc903d03dff7a341,023d78d6c39cb360d5c5
b3841e28d5fb29323dba,023e650fe0b2955186a0
9892eadaf83c13f35423,0243f32112cd82f0552d
8f792400c6e7d66322e3,02444d7e97a5e48bc1db
410e881956109e8b08ee,024ba3f04fc121096688
195de65cdf79cbd4199a,024c60c8a1cbb2faac94
79d3329f1400a93e5679,024e133add8622326d81
a9fcca531117f6cffacf,025048d38b77491435ef
71a7068161a832779e74,025348e4f9252ea061f7
bd2fcb361bba87a69af4,0254d1ab6423bdfb5ae2
ba84f533a5320e04a4b0,0259836b08634f5e708a
f6305189ac508d72a357,025aa1b738891de2b5ed
1c542a566811f82a3bdb,025c32c43ff792674ac6
13aa8f47ab600279a774,026d17f09d1282cc8e2e
862c30d5a02aa1ab1ccf,02702eb89804c2297252
e7c2c1c26e076e966486,02712da7a5a8b37cc16d
9cc303ecdc70565d0ac6,027274c8c32f080fe905
9ff9881008204d2b3641,0274dc46076971bbf623
ec773a3cc70922ad17d9,027e45a20cc5c022212c
e9d6cf3777d3a2b1d61d,0282309185f863faf907
b30cc560689f8caba684,0289c01dceb4d400c8e3
57d1073638833a36065c,028c34bb62090a85fa63
635fddde39a5ebf84d5e,028c68646c17b88f9aea
cfec28aa677bd20ff7d3,02903b3680c4acf58398
733e07a4996bb8b36128,0294261deb41716ddf1b
553faa30214447283129,02953e674a385ee22d7c
d807167f62c58a26ef3b,0297ccd9eda54be98179
3768e9981120bb0112ec,029856832e782bec7723
e2dc7734b4e2dbd95428,02a0b8baa39936715aa2
c608bab71507f7a8a8a9,02a46293e3f3e10f2e9a
29bdc6ce2004eeb008fd,02a887e08f0f67b150a9
c803d8f1030366bd60b2,02a9e1aa127da9e6fad0
20a70df2b8b594e5b2fb,02b04f57158602c3bc15
0ccbef361d412475360f,02b2010179707f9df307
6d772cde8e8d155875e2,02b7c860ca7fafd9375e
7b74642a4b91886aad1b,02c0a53f262442e33e53
84a8765481e24ffa0f2b,02c113af86ffc2360644
e44ca8a89da39effa60a,02c476543fecf1a52167
54851d313d2e088d85fc,02c7faf44db7b57b7659
3ade3a7fd670205049f9,02c8905e01dd2c7a3f01
9268b16ea1433f59dd69,02ceb59fa3b12cbeec88
cdfe3b13756b83d541b3,02d7f7618efe23650228
675a3d8f3e7c1b33535b,02d814dafda15b648f0c
33029e64c889ef5900fb,02d9bbed61ce020dab5a
60e3145867423ee86f80,02db5e20db01c49c5f22
05eac0efc174f33b4c51,02df27f1e6212e89a3d3
0d056d60bc72684c5cfa,02dfac54cd74feb2bddd
166c80a374d939ad3c2b,02e406d9ccb5f115d933
779b93f7f960528b6d09,02e4a349e566d8a1dd6c
a3fcfaa12c28531a243f,02e4abe23629512f60b8
a527a027f45df27583d1,02e7b9dc08593840cbd6
d9ed69a58472248acc7e,02e7ec93676f4b2ca7b0
527ffe590f3db0851ce3,02ea1da165c974b5851e
c58d2e38973981bb73e5,02ea8a71555e5875d66c
960f2e434c21669c22a0,02edba3d7d0842465df0
9f3d31afeadc7e087b9d,02f49eb013786ccc4cec
7a75e8aa6cdea87a16ed,02ff429f832be1cf131e
99683ff1386bb41d4a76,02ff906c6f5218a71684
6d24374d5e523de31b42,0300490b58422fe45e9c
38b035b41b4561e3f6dd,0304652b913549d802d0
0af04e2feba841cf08a3,0305dd285c6bee2b7b60
c75cb41c7411a5d665fa,030af2ae58812342e066
0030712496dc83e9da02,030c0c99b67365843844
e0e3026f78552c74dac8,030d49a365bc11706b58
a72af19ccd290923f084,0312c305b595af2fbe30
e20c3f044fd267d3a9b6,031519f1007205266753
15cf25be7c276c439e67,0315cc8f40f9a38dadc9
6879fdb3250c45e26845,031e96882eee5f62c392
24375eed20f91e46c5da,0323326aba344962f7c5
ca663efc5db0721f9970,0328b67959c4af1b0880
fbf600d698ba0f366db0,0330a0fb1122ce776780
ef51f9e7f32902e59494,033242a42c689f5d32c6
1298300b63751de6c046,03328cb910663fc29ac0
9451bf8aadbcc1dc0f90,03347da558abc0490c59
745a899d928c1c07111e,033a35a414d1c51622f0
94bf76365e4a4027557f,0342d82d88f7abac5494
e71e3be3285de71fecff,034576c947de1785ad57
a2f244ae394516bc2776,0349b98ce408674746fd
515362422f472f65adef,034c1ee1f283c2427af5
4b18168b65880894c73d,034c3600c8163e32b3dc
12b3fe186784ffaf0523,034dc95f84cb34af3ca6
d5f216548f9f9fadf0b1,034e79d8b649a5313309
4ab48970c54925adea0f,0355f4e53bc0297e8cd9
42b01927cf1dbf785249,0359de9053123db00886
fd1b52403f6f09b4009f,035a5ae22384ab3393f6
9ea0f5ab696b69e45f09,035ad18a6804eb18d767
04940fa19d750a75f7a3,035bcfb5ec80e540ddb0
8b620070d13d97a8a57b,035c8bd3ff734a7ced65
d5fdfc5ef77a0c1891fe,0361d49c3c3ded848305
afdcdfe02f08d57c66b0,0361da86e24544cf8d43
10a47a9d06245e9fa191,03632b553761d47419e6
913c159df4f40f062302,0363b1eff2e57a484a9b
56f72adde91adaf1c6ec,0363b4e9d3f9fe675c0f
bcfeada47576ecf796ee,03648e2b06ec6a39b8de
6ac3a4744b6afd465b7e,036e6307b7d60372284e
781052f06cc3c3a1dbfe,036ffde84513ca0f541e
4a13667d05aeca741020,03700ffc2410aad0ac2d
629a0f8743b19b67c0f7,0372352bc8b79e3e6a7c
261d2c2cd293f461805a,0373a35f98478a78fa0d
4735cb4b1b3c228b95a8,037772b3c891caf0c9f9
03fff1490717065658cb,03795659e3963325248d
1fdb39ceebc5d849534c,037b7000d128aa0fe3aa
f9836af9cab4b85826ce,037dad1878520d1934a4
f7b09c62ea670838bfa9,037ed1f94f6b64525ac9
34b70390586cd2b93fd3,03855ac0d3c7bc278d2e
52cadac1149fabf68d3f,0388229d0537ccd36773
9088636a5bb3c7e384ca,03892f891e291e4e0877
1ccf04ac09609c3b8485,038aa740bebb6d3a168f
6be607dddeb496f25f8b,038da7df9d8fd5bbf2a3
4505c667f6df52630947,038da92a905c844687b4
01a913339032160b13af,038f4bc2ebff255c9362
663a817cd6b3693aa0d7,0396231d5d38814f4a75
79cfd39a21b83b5fe3a6,0399419b93081d5d7743
3fed1af390c88c5d97d8,0399d8a428efe793beaf
9b0d4a57d01a5b418766,039a156128e0bfd4b0f5
4412f4e247ad8df7b726,039a2b6869d4f835d500
5a765253c2b0a613208e,039ed780c96306fe5e0c
6873cc017291396be144,03a93c182e147d114651
7ddd74b768b8c5b5bd3c,03aab4f88d5298574aec
5e6aebf22446dd27d6d8,03abe08ec2bb897b4dd0
52485fcf04fc5b13f066,03addcec29e16ac07a06
472c6d4f01a1a0c9f16c,03afa2aa24f1f32eb832
b4625fa36341aa33a1cc,03b457c5550cd45268f9
fd099c177d2d9cf3c2a1,03b5405cba6880322948
f098dfea98a1ca61d4ff,03b78c2a2e6d3e9084c1
d21550f12e2244b71627,03b899bc73bae240b663
e6f1531c1d0962be12d6,03bd9b3ab0868c41531e
b25756a195b95812c532,03bf2f85fe15fba16c06
5c051b1270af3d319244,03bfb22c25c490c33e67
ac7be97da237c646d16e,03c4ad47086094756aff
e245ddb2bc4d4c6eca71,03c506cdb218342694c1
a90ddbd61a60a611fc81,03c5b017bb7c8586e7b7
31d37e49638141baa9fd,03c73ad356c8e192e868
85c6c5034e661fa5434f,03c8180b01b22cccc17c
565ce9d4fa03b8eeee56,03d20222df84c4ddae8e
65a0530cdf2f2b35eaa9,03dc8c826dab6aa1d555
1469744538a1d23861d5,03dfca3a53fac24a85dd
1df566b9d5875ee7891c,03e3db640dc4b06fa3e3
90aab348e512ce02c5d7,03e5e5915ff7866e86c5
2819f2727c6b90ecdefa,03e7e2c8b97f9c0678b4
bc70b5c2e5fcdeaa796e,03f0f7111dacd3d7c53e
b265940e693eae5dd2f5,04056e3f70997d49338c
f485ca7ef803e9bc997e,04079a6a787112f8db56
58f0a4db8e87dc8dfd9f,040a6c57cc60d8d82671
3fd027a57fa6f500751f,040d2425bcb32449e674
51833e47ffafad463f1d,0410be2a8db9c6a665ab
38d931019d99682bfb6f,0411e1ad4a6954bd07ef
29f4ab32604bf8e93529,0415aee52d5bf583b3c3
27e6d207d28b18a9bacb,041711c844d95c03abbe
bbf92bdcda763de64c19,041e8b2e77c541858ccc
6e76ef3a735a305862e5,041f0e4ff790f2e66531
5d1c81c82e792ed3fc0a,041f72243ca609015df5
51ad03a3c8c3e12e1cc1,0423c9329faef7a10515
fccc09ada892be618cc7,042b1a87a15c57b5cf76
3c04376b118fa5c64616,042b8459cc38d53db0b7
860a39c36dba85e56155,0431658533798b4b5090
8cf2fad9650aab7ddddb,04361501c435690badcc
a6819e52c4760cc152bc,043b5fa382d0e4336ff9
f01281e9a216ff006821,043d69dad51bc777ef0d
8d670747b943f095eab1,043e81476951666883df
87c4f9a74f1afd4e60c6,044c3091ca68e9088e09
d5d99e7000cbf4481f04,044f27b739b2ade32e25
2c71372579057152049f,0452408751de64be3179
5bdd1cdd3766b311116a,045384d6ed8667d0486c
946868d76d1572dab95d,0456206e62d56994b691
fc19e791aeb5eda11df1,0460cdbb0df78b48fe2a
82845c9fc56f0cad561f,046406eae4c208f28f84
ea2e327d2b53cf19b6ed,046462685705cb370c6f
b0841c49af99e4e7cc76,046769116f9b79c2a929
150314c53c99c7883294,046a341daa0308a3e158
fd8a8544f5b66d63e463,046a66aa03f6dc4313c3
478aac5e1cda0b9f6d89,0470e06f35a54fb3fe67
fcc7ad2f48e447489d8e,0475263155ed02e452bc
23fbc8664d1fc9174681,0476fb70c6f8972f7c68
b6df2bdab2891dcd8d70,04771823ca232b72c842
70b0f26f84be45d2583b,04796b644ead397d559b
b3f196929ba159136d90,0482aa2b911506ca25c2
0eb394bcf28fb2f5d1d7,048f0d4d288b0ff99f59
cc68fe1205f1ab3e5941,049aabba4922c5043c85
f2a81a9b9698cc730828,049d664a3a09baac4b70
2bece7dad110e1233994,049f38615a9adc3aabbf
519f4d301aaa24209601,04a0c47d4de9f9ba7069
513ac15b347490a865e5,04a1103380c18d69507b
2e3dec0ff145ff7dd5dc,04a45d5b41dda159ecf4
315572f9e1171f39cd72,04a95ffe264d01b439bb
50d555ed8c80b2906690,04b26bcd5c607f318436
61d7ff6da11c2db9a43b,04b3dc078dc4cfd8f5a5
b43c09e3d37c3e613d92,04b65ba2e48fdf09d018
9a878a3d224634ac1b94,04bc098a86a007f20e76
749f8c430374be489be4,04bf823e15d933ac6bc3
e316ba23d345247494f8,04c7ea7ac6520271cae5
c716e2c7e50eba71d256,04c8e95658c3ba2b2255
56421c7f5a51d24cf67f,04ca62572b531b0b048c
498648333673893d5673,04cc9ab48840fdeb59e8
dfc4cc886aba39a2579a,04cefdf095a56bd5eba6
77d15ac127c0a3009145,04d59156ea0768f784db
1096d59ea0203d9cc150,04d93a8fa867cd2f23b7
f6a139b2c96b78ecde58,04da985bbe708ae19333
4dc5253fc28686a31c96,04db01fc97d04ee817d2
a3470c0d259371342249,04de2f673611bffbed78
8453dbd9f0aa9b84af82,04ed1c51873df2f66d2c
548d6657ce335e585f58,04f23723e82931b9f70f
bd15061ab29e82339c9f,04f31ac1037980a84826
54b9ad1c39aa1e05033f,04f7aff6960689c78016
b1fbb2a589975eeb876d,04f9671662edbe129d6c
6cf8c172b06c2c749f14,04fe0ce04e2e1e96474d
bc22ea6bebbbc2dcfc71,04fe14f2f33e7a025efc
0c054ef6e8ad2212a637,0507fc39a48178ab8fa0
ffb21a0fef96c6dbd09b,050a4f8478c400e3cd09
78edb2f588efde903671,050affce6d409691cd27
8f28c5109a6d33bba014,050c86722c1748480128
eab32ad4f12f03206558,050dfaf1fd63594d3f77
94f2a7c94c9ca0d2fecf,0510045b62eb0ae29644
33ca1eb6ad9ff1366a39,05136da38e09ddc1d75e
1f64eaaa6158d9754a24,05144b98f42a9fb29f73
1e314622e47f104f7303,0515f30b03c1f560be76
394054176290ea13f015,0517acb83b55924b3242
79c8692b214f2508f3b6,051892f8cbac0060138c
d85cb5e4fd55e7424104,051ab1998f318be2cfe8
5554f7391052688917e5,051da05704987eb2d95b
8a978f73e62b67078d85,051eeb5191e06495e0a7
5c7b7f26329f9f467c49,0521243563a838fb87d2
e79b08d4eeed3a3f2a93,052291409da3d06a2134
13b425e42e722b539751,0522f92d808b7739bbc6
66da89ebd5892ba5e351,0529899bb8b14430d153
77967f100164e9512af2,05299e9ceb9c1ca052b7
c4467583c4fb518ec7ba,0532dcbe7818f4de2976
b47ecee5cda3d06899ca,05358354b31ab4bf55a2
51980590591ea6bad03b,0535869e649a6019601f
02ca17d5a64f39b3ca2f,05392a36aed255955860
73b51b8d69edf8cb4381,053a2b38aaad8215eabc
f2148d38204240003ef3,053ccf10b8e050ccf003
22758e65b9b5672999c1,053dad298b7e16942f54
1dc3d175f7f3f2538e4e,054403486adbcec73e60
576d1e3df92e9a192129,054baccee7acbad5e7dd
3f8559ff596d5f4c00e1,05575516c0830f41f465
bf1629baf00c6ca57d01,0557b35bea8d7667b4ac
e8de00c1d8a48a19c278,0557bfd5adadc5f70e7f
44b2b990959249ec4173,055a9462d06031d0bfeb
3484b38bcd49bb4d6f80,055ac3c9a478ce261884
b904df81966ee1d8edf6,055b1c3a81029b15d9b8
a394b9fca1700c56eae1,05657ec02d0462940061
5ad2a198c9565431316f,056fe3031477d310b4bb
58b91ed4504901b00aa1,0579996696f94fa33581
9b3b65b56a9633695ca5,057c78f955918aa49b2f
ee824714b46a4f195973,057e35bbaba8ccc0ae0d
631943194d1142adf9dc,057e980f8e8824b7f0df
961d34375640ef818c40,058217aa77032d07ed98
0641b6a878dbd8d2b274,058306028d1f0f1759c3
bf617c9c9f8cbdd10ca1,05866f3b4bbcbf75f811
a2efb5733ebb6a59bb89,0588e2f7fda739de6909
4aaf5b4e0eb5be9dcbdf,05892ea362eed3285d68
f96a9a0470edf887b02d,0589c9a3456c5e0cba9f
06ab27bb589e691a9e31,058aa933a4e439beed0e
0262386c112ad86ea054,058b35b101cbf9f67b6f
2f14f1e6adc7bad81bf0,0593510473d0bbf8923a
a143c12f8bf0e8f516db,059ec34812a55c5182db
53e46d9d49ee705201f5,05a4c4f92243b3ef17a3
814b39ca699a218ea7cd,05a6aa5041a275f1a882
efba360c787ff5c4b75f,05a81ea85a20f7347b88
fba8aa87583854286434,05a8f0ffa822470d13c1
f4defcfbe5e99634b792,05ae71bf86c9267caf11
328115902a7ed70ba24d,05afd051730dc6d4dacf
ded81797d6b893d2fd6a,05b08ceac45a86d5180f
0c3fa8d1f4bbfb4434c5,05b0d174787074bc2bec
bec3dc7fcaa1bde595b5,05b8a5e6df5baccfa86a
6fba6f95abbc0232444d,05bb4bb372f491d429a9
547135f159cf0197d3b6,05bb6130ef4d347b3e04
fc0eb1df6eea7d973138,05c3dfa469111c84a124
27c877ffb5f34148a568,05c71485f4cf85438b33
2ac1405938453be77417,05cbd073a67ed263c648
94d057d8898c0f665e3e,05ceed73cdfebe9dfc60
a673d68a20f3ec39f865,05d53a287ec47244c73d
df1f01f8a2ddd292e9b1,05dacca14d45d2516078
c2e7c7c00e42a870cc50,05dcc634ff4b92bf0c17
41ee000b0c06d39415b9,05e0f5328076f227f003
2624817fcf7eb9c76040,05e6199aedfa58cf153c
33dbbbbe8fa89cf14814,05e9147df90a1d9c4f2f
1df4f5cc9d12cb603e9b,05ed4df6296d29fe77e3
9b62aaf950ee0d8f61ec,05f61ab53ae36f3426d0
99f72670f560e70f5278,05f739880b6bda004427
303b527f904cfa4a692e,05f7a2b1a802f493e644
1a6c3590d805a01be886,05fae086972338a74d6e
0535e6937c7b2b930591,06029fd595ec9f9f0e28
a50ab0e460ae592703c3,060348c54fae551f7c7b
9d7f1540632f1f7a955f,060762c9f54f6d40ca4c
dc796859e683a8e7ea14,060af7730a59b5ffa713
66b5d8b762965f280073,06119ed385ec0d4873c7
cee0d5f8896069c27262,0613e662923d87824af1
d5d207301b4375d284a1,06155f218c330c4eb013
b3ceda8d612e4e1847b6,0617419ed7d64af5ca4c
cadfbe7cb38d6f8a1260,06184d9936aa3cc3d59b
cf57e1d8bfe94da0289c,061bfc5a8907e7701177
b2b84890e755bbddc8c4,0620b58185e96e5066bf
790e5fbf6bf819ce9c8a,0622135969afc4821d7f
238178c203d1d672a287,06249c3c7b882b290e96
1a72a7224cf2f3445186,0626b9bf5a5d0e8e904f
11319ad81ec3025a6d03,0635be636634f44aacf0
d434d7d56cd0c14fbb79,063a89cafb3584614ed9
945c715bd224b2daaef9,063a8f7db5a6b28ddab6
5f5b0ae29e304f497f4c,063e2094180f2b49a303
1096714e51cd2f76af6c,06413accd915ed71ea67
ac17ab1c523885f8612e,0643aa90d4ccd68e6e07
f3dfdbb4124a08f7499c,0648562413d843280318
fcf98bc5cf1863d03105,064946c1d30548f627a1
2eec6711b27e57396a0c,064a254eab3dc2e2c7a5
4a83d50df02e57137b7c,064afd3247530cd5ddcd
7706e130b5d224c01810,06511f6777f2069d1ae3
ec9d522efa7a6b44ef09,0653509b4bf7f8d92427
05ec872b6323d1aef3fe,06579b19fcf8e5bf261c
20269586769899dc4d8e,06617e7c69f5fcfc9abd
c21ff84a616383244c76,0661f7986943c25671e9
441412af806084188d8b,06660b68c263ffc34d5d
a50470da0b2de8d99da9,06667702c2ba943836af
5f1adb2a2092154fff7c,0667fd025fd0a647fea2
aaf5b6ea8c06bf95c17f,06688db2e0b05a507536
469e34d8d1ac6f3efb61,066fd14cd02c8652235d
a63b2a4a98f6d783c04d,0675110cf83d255fe395
600f2d2be7a519cdf252,067de073f126457a35be
3204a92b22a899c23d5b,068bcbfa55caca06171d
3a0d6c69e3f31738308b,06924cf22a56ca37ad8c
fc3ce6604d6149737b46,06941f0c910ba6ac2422
186abb2f0597f5deb327,0697ea806e2a5971febe
04e01bbed5673c4bf5c4,069c148913bcb434e040
b3ca0e89c814a72430ae,069e4fd361b80669a90d
b71ebfe0798371ae5b81,06a4f4d74918236d565c
d0f4a00df25c30d9c6c4,06ac54ff508fef565d77
e02a7797260e1a6fa40d,06ad05fbbd7321badb13
e23089a563e4e72dced9,06ad0e7556d3844af405
b61e415ff737e598403b,06c13e861be33d769b7c
6c97fc6789239439be48,06c6eb3dbc14598d366e
fe219aeaab432c3a2607,06c778e582325edf124d
0e21a816e4e30481e24f,06c938d86d4b2c7a2baa
0a9474881454c335fc71,06cdff86b714b1f78708
1c3b0e5710e20b208f9e,06d17f1de0f7b0248c4a
ffa0546fd734744b5691,06d4f91c5dbde789a213
415fb281b1505c33d758,06d74bd9f07f7deb3c1e
f9d4a9a07919a0d61248,06dc13665ae057d80acf
d5efa3401f375268ec32,06dc164a35ccf6584c8c
